Date,Description,Amount,Category,PaymentMethod,Location,AccountType,TransactionType,DeviceUsed,Currency,MerchantType,LoyaltyProgram,Weekday,Month,TimeOfDay
26-07-2025,Transaction at Vodafone Idea,2488.2,Bills,Net Banking,Mumbai,Salary,Debit,Mobile,INR,Service,Yes,Saturday,July,Evening
05-02-2025,Transaction at Nykaa,15289.18,Online Shopping,UPI,Chennai,Salary,Debit,POS Terminal,INR,Online Store,Yes,Wednesday,February,Morning
27-07-2025,Transaction at Aster,14374.2,Healthcare,Net Banking,Kolkata,Savings,Debit,Mobile,INR,Service,Yes,Sunday,July,Morning
20-08-2025,Transaction at TSRTC,552.84,Transport,UPI,Chennai,Credit Card,Debit,Desktop,INR,Service,Yes,Wednesday,August,Evening
28-02-2025,Transaction at Subway,584.77,Food,Debit Card,Hyderabad,Current,Debit,Desktop,INR,Restaurant,Yes,Friday,February,Morning
24-08-2025,Transaction at Biba,3984.7,Clothing,Credit Card,Kolkata,Savings,Debit,POS Terminal,INR,Retail,Yes,Sunday,August,Afternoon
18-09-2025,Transaction at Barbeque Nation,225.83,Food,UPI,Mumbai,Savings,Debit,POS Terminal,INR,Restaurant,Yes,Thursday,September,Night
05-03-2025,Transaction at Lenskart,12167.39,Online Shopping,Net Banking,Hyderabad,Credit Card,Debit,Mobile,INR,Online Store,No,Wednesday,March,Afternoon
08-07-2025,Transaction at 1mg,4706.32,Healthcare,Credit Card,Bangalore,Credit Card,Debit,Mobile,INR,Service,Yes,Tuesday,July,Afternoon
10-12-2025,Transaction at Apollo Hospital,4280.45,Healthcare,Net Banking,Kolkata,Current,Debit,POS Terminal,INR,Service,Yes,Wednesday,December,Afternoon
31-05-2025,Transaction at CloudNine,13688.77,Healthcare,Credit Card,Delhi,Savings,Debit,Desktop,INR,Service,Yes,Saturday,May,Morning
20-12-2025,Transaction at YouTube Premium,952.79,Entertainment,Debit Card,Chennai,Salary,Debit,Mobile,INR,Subscription,Yes,Saturday,December,Evening
15-12-2025,Transaction at Vivo Store,114052.4,Electronics,Credit Card,Delhi,Savings,Debit,Desktop,INR,Retail,No,Monday,December,Morning
29-08-2025,Transaction at Fortis,16563.55,Healthcare,Net Banking,Mumbai,Savings,Debit,Desktop,INR,Service,No,Friday,August,Evening
03-10-2025,Transaction at BMTC,341.51,Transport,Credit Card,Delhi,Current,Debit,Mobile,INR,Service,No,Friday,October,Morning
23-02-2025,Transaction at Metro Rail,1380.2,Transport,Debit Card,Hyderabad,Savings,Debit,Mobile,INR,Service,Yes,Sunday,February,Afternoon
20-10-2025,Transaction at SonyLiv,454.06,Entertainment,Credit Card,Mumbai,Credit Card,Debit,Mobile,INR,Subscription,Yes,Monday,October,Afternoon
07-06-2025,Transaction at Apple Music,864.11,Entertainment,UPI,Delhi,Current,Debit,Desktop,INR,Subscription,No,Saturday,June,Morning
12-08-2025,Transaction at Woodland,6462.69,Clothing,Debit Card,Bangalore,Salary,Debit,Desktop,INR,Retail,No,Tuesday,August,Afternoon
19-12-2025,Transaction at AirAsia,27975.54,Travel,Net Banking,Delhi,Savings,Debit,POS Terminal,INR,Service,No,Friday,December,Evening
10-02-2025,Transaction at Airtel,2083.94,Bills,Credit Card,Mumbai,Salary,Debit,Mobile,INR,Service,No,Monday,February,Evening
10-10-2025,Transaction at Rapido,1659.59,Transport,UPI,Mumbai,Savings,Debit,POS Terminal,INR,Service,No,Friday,October,Evening
09-10-2025,Transaction at Netmeds,14081.65,Healthcare,UPI,Pune,Salary,Debit,Mobile,INR,Service,No,Thursday,October,Night
30-12-2025,Transaction at Max Fashion,7719.07,Clothing,UPI,Delhi,Salary,Debit,Mobile,INR,Retail,Yes,Tuesday,December,Afternoon
21-12-2025,Transaction at Gaana,514.7,Entertainment,Net Banking,Pune,Credit Card,Debit,Desktop,INR,Subscription,Yes,Sunday,December,Evening
02-07-2025,Transaction at AirAsia,25965.32,Travel,Net Banking,Chennai,Savings,Debit,POS Terminal,INR,Service,No,Wednesday,July,Morning
09-12-2025,Transaction at Hotstar,331.5,Entertainment,Credit Card,Pune,Credit Card,Debit,Mobile,INR,Subscription,Yes,Tuesday,December,Evening
17-02-2025,Transaction at MedPlus,9109.9,Healthcare,Debit Card,Pune,Savings,Debit,Desktop,INR,Service,Yes,Monday,February,Afternoon
03-07-2025,Transaction at Vodafone Idea,1980.93,Bills,Credit Card,Hyderabad,Savings,Debit,POS Terminal,INR,Service,No,Thursday,July,Night
29-12-2025,Transaction at Asus Store,28844.76,Electronics,Debit Card,Bangalore,Credit Card,Debit,Mobile,INR,Retail,No,Monday,December,Morning
20-02-2025,Transaction at CCD,1216.66,Food,Net Banking,Pune,Current,Debit,Desktop,INR,Restaurant,No,Thursday,February,Afternoon
14-11-2025,Transaction at Tata Cliq,12249.5,Online Shopping,Net Banking,Kolkata,Savings,Debit,Mobile,INR,Online Store,No,Friday,November,Afternoon
22-02-2025,Transaction at IRCTC,28407.42,Travel,Debit Card,Delhi,Salary,Debit,POS Terminal,INR,Service,Yes,Saturday,February,Evening
27-05-2025,Transaction at A2B,430.59,Food,Debit Card,Chennai,Credit Card,Debit,Mobile,INR,Restaurant,Yes,Tuesday,May,Evening
10-03-2025,Transaction at Boat Lifestyle,72988.29,Electronics,UPI,Pune,Current,Debit,POS Terminal,INR,Retail,Yes,Monday,March,Morning
06-02-2025,Transaction at Ola,237.18,Transport,UPI,Delhi,Current,Debit,Mobile,INR,Service,No,Thursday,February,Afternoon
06-04-2025,Transaction at Netflix,307.22,Entertainment,Debit Card,Chennai,Salary,Debit,Desktop,INR,Subscription,Yes,Sunday,April,Night
17-10-2025,Transaction at Pepperfry,6589.03,Online Shopping,Debit Card,Kolkata,Savings,Debit,Mobile,INR,Online Store,Yes,Friday,October,Night
12-02-2025,Transaction at Starbucks,733.84,Food,Debit Card,Hyderabad,Current,Debit,Desktop,INR,Restaurant,No,Wednesday,February,Morning
16-06-2025,Transaction at Flipkart,13686.78,Online Shopping,Net Banking,Kolkata,Credit Card,Debit,Desktop,INR,Online Store,No,Monday,June,Morning
08-05-2025,Transaction at Apollo Pharmacy,3853.02,Healthcare,Net Banking,Kolkata,Savings,Debit,Mobile,INR,Service,Yes,Thursday,May,Morning
16-12-2025,Transaction at Starbucks,1342.17,Food,Debit Card,Mumbai,Credit Card,Debit,Mobile,INR,Restaurant,Yes,Tuesday,December,Night
18-05-2025,Transaction at Pizza Hut,675.19,Food,Net Banking,Hyderabad,Salary,Debit,Mobile,INR,Restaurant,No,Sunday,May,Evening
20-05-2025,Transaction at Water Board,4197.89,Bills,Credit Card,Delhi,Credit Card,Debit,POS Terminal,INR,Service,No,Tuesday,May,Afternoon
12-03-2025,Transaction at RedBus,1044.41,Transport,UPI,Delhi,Salary,Debit,Desktop,INR,Service,Yes,Wednesday,March,Night
19-10-2025,Transaction at A2B,376.89,Food,Credit Card,Hyderabad,Credit Card,Debit,Desktop,INR,Restaurant,Yes,Sunday,October,Evening
24-07-2025,Transaction at Gas Agency,3522.02,Bills,UPI,Bangalore,Credit Card,Debit,Mobile,INR,Service,Yes,Thursday,July,Afternoon
24-01-2025,Transaction at Flipkart,19236.46,Online Shopping,Debit Card,Chennai,Savings,Debit,Mobile,INR,Online Store,Yes,Friday,January,Afternoon
01-01-2025,Transaction at Aha,241.25,Entertainment,UPI,Bangalore,Credit Card,Debit,POS Terminal,INR,Subscription,Yes,Wednesday,January,Evening
12-03-2025,Transaction at Metro Rail,908.94,Transport,Debit Card,Pune,Credit Card,Debit,POS Terminal,INR,Service,No,Wednesday,March,Evening
14-10-2025,Transaction at Fortis,10531.94,Healthcare,Credit Card,Bangalore,Salary,Debit,Desktop,INR,Service,Yes,Tuesday,October,Night
08-12-2025,Transaction at Jio Fiber,243.95,Bills,Credit Card,Kolkata,Current,Debit,Desktop,INR,Service,Yes,Monday,December,Night
29-01-2025,Transaction at Meru Cabs,1981.27,Transport,Credit Card,Bangalore,Salary,Debit,Mobile,INR,Service,No,Wednesday,January,Morning
02-05-2025,Transaction at MedPlus,12835.69,Healthcare,Net Banking,Hyderabad,Savings,Debit,Desktop,INR,Service,No,Friday,May,Morning
19-02-2025,Transaction at BSNL,3019.68,Bills,UPI,Kolkata,Current,Debit,Mobile,INR,Service,No,Wednesday,February,Night
27-08-2025,Transaction at Taco Bell,754.31,Food,Net Banking,Mumbai,Current,Debit,Desktop,INR,Restaurant,No,Wednesday,August,Night
26-05-2025,Transaction at H&M,2357.37,Clothing,Credit Card,Delhi,Salary,Debit,Mobile,INR,Retail,No,Monday,May,Afternoon
13-04-2025,Transaction at US Polo,3734.99,Clothing,Debit Card,Chennai,Savings,Debit,POS Terminal,INR,Retail,Yes,Sunday,April,Evening
31-12-2025,Transaction at Spotify,103.51,Entertainment,UPI,Mumbai,Current,Debit,Desktop,INR,Subscription,Yes,Wednesday,December,Morning
10-03-2025,Transaction at Cream Stone,497.17,Food,UPI,Kolkata,Credit Card,Debit,Desktop,INR,Restaurant,No,Monday,March,Afternoon
04-07-2025,Transaction at Apollo Pharmacy,16457.98,Healthcare,Credit Card,Bangalore,Current,Debit,Mobile,INR,Service,No,Friday,July,Morning
21-07-2025,Transaction at JioMart,2272.22,Grocery,UPI,Hyderabad,Savings,Debit,Desktop,INR,Retail,No,Monday,July,Afternoon
28-04-2025,Transaction at Levis,1619.54,Clothing,Credit Card,Bangalore,Savings,Debit,POS Terminal,INR,Retail,No,Monday,April,Evening
10-02-2025,Transaction at Ola,481.64,Transport,Credit Card,Bangalore,Current,Debit,Desktop,INR,Service,No,Monday,February,Afternoon
15-06-2025,Transaction at CCD,1347.75,Food,UPI,Chennai,Current,Debit,Mobile,INR,Restaurant,Yes,Sunday,June,Morning
19-09-2025,Transaction at YouTube Premium,915.46,Entertainment,Credit Card,Kolkata,Credit Card,Debit,Mobile,INR,Subscription,No,Friday,September,Morning
07-08-2025,Transaction at Woodland,5579.89,Clothing,Credit Card,Delhi,Current,Debit,POS Terminal,INR,Retail,No,Thursday,August,Afternoon
18-11-2025,Transaction at RedBus,433.62,Transport,UPI,Pune,Current,Debit,Desktop,INR,Service,Yes,Tuesday,November,Night
20-08-2025,Transaction at Tata Cliq,11302.02,Online Shopping,Debit Card,Pune,Savings,Debit,Mobile,INR,Online Store,No,Wednesday,August,Morning
06-02-2025,Transaction at Myntra,17133.19,Online Shopping,Debit Card,Bangalore,Salary,Debit,Desktop,INR,Online Store,No,Thursday,February,Morning
15-04-2025,Transaction at Subway,548.69,Food,Credit Card,Bangalore,Salary,Debit,Desktop,INR,Restaurant,No,Tuesday,April,Evening
01-06-2025,Transaction at Airtel,2221.56,Bills,UPI,Pune,Savings,Debit,Mobile,INR,Service,Yes,Sunday,June,Night
22-07-2025,Transaction at Flipkart,4922.32,Online Shopping,UPI,Mumbai,Salary,Debit,Mobile,INR,Online Store,Yes,Tuesday,July,Evening
08-04-2025,Transaction at Biba,4972.83,Clothing,UPI,Kolkata,Current,Debit,POS Terminal,INR,Retail,Yes,Tuesday,April,Morning
16-11-2025,Transaction at Sony Center,51855.47,Electronics,Credit Card,Hyderabad,Credit Card,Debit,POS Terminal,INR,Retail,No,Sunday,November,Evening
01-05-2025,Transaction at Flipkart,1474.18,Online Shopping,Credit Card,Pune,Salary,Debit,Desktop,INR,Online Store,Yes,Thursday,May,Evening
13-07-2025,Transaction at BigBazaar,1314.67,Grocery,Debit Card,Bangalore,Savings,Debit,Mobile,INR,Retail,No,Sunday,July,Evening
21-12-2025,Transaction at Dell Exclusive,105066.91,Electronics,UPI,Kolkata,Salary,Debit,POS Terminal,INR,Retail,No,Sunday,December,Afternoon
26-07-2025,Transaction at Nilgiris,2453.61,Grocery,UPI,Pune,Savings,Debit,Desktop,INR,Retail,Yes,Saturday,July,Afternoon
14-03-2025,Transaction at Airtel,2522.7,Bills,Net Banking,Bangalore,Current,Debit,Desktop,INR,Service,No,Friday,March,Afternoon
08-05-2025,Transaction at Ola,87.36,Transport,Credit Card,Kolkata,Current,Debit,Mobile,INR,Service,Yes,Thursday,May,Evening
12-09-2025,Transaction at Gas Agency,5965.42,Bills,Debit Card,Delhi,Current,Debit,Desktop,INR,Service,Yes,Friday,September,Night
04-04-2025,Transaction at Zee5,670.11,Entertainment,Credit Card,Bangalore,Savings,Debit,Desktop,INR,Subscription,No,Friday,April,Night
17-02-2025,Transaction at Vodafone Idea,1857.65,Bills,UPI,Chennai,Current,Debit,Desktop,INR,Service,Yes,Monday,February,Afternoon
25-06-2025,Transaction at Ajio,18324.08,Online Shopping,Credit Card,Delhi,Current,Debit,Desktop,INR,Online Store,Yes,Wednesday,June,Night
12-06-2025,Transaction at BigBazaar,3499.51,Grocery,Credit Card,Delhi,Current,Debit,POS Terminal,INR,Retail,No,Thursday,June,Afternoon
20-02-2025,Transaction at Myntra,2699.49,Online Shopping,Credit Card,Kolkata,Current,Debit,Mobile,INR,Online Store,Yes,Thursday,February,Afternoon
17-03-2025,Transaction at Nature's Basket,608.18,Grocery,Debit Card,Pune,Salary,Debit,POS Terminal,INR,Retail,No,Monday,March,Morning
27-03-2025,Transaction at Aster,8630.26,Healthcare,UPI,Hyderabad,Credit Card,Debit,POS Terminal,INR,Service,No,Thursday,March,Afternoon
20-04-2025,Transaction at Spencers,3647.32,Grocery,Debit Card,Bangalore,Savings,Debit,Mobile,INR,Retail,No,Sunday,April,Morning
28-06-2025,Transaction at Chai Point,693.82,Food,Debit Card,Bangalore,Salary,Debit,Desktop,INR,Restaurant,Yes,Saturday,June,Afternoon
08-08-2025,Transaction at Spotify,286.64,Entertainment,Net Banking,Kolkata,Current,Debit,POS Terminal,INR,Subscription,No,Friday,August,Afternoon
08-03-2025,Transaction at RedBus,149.49,Transport,Debit Card,Hyderabad,Current,Debit,POS Terminal,INR,Service,No,Saturday,March,Evening
16-05-2025,Transaction at Burger King,121.11,Food,UPI,Hyderabad,Credit Card,Debit,Mobile,INR,Restaurant,No,Friday,May,Afternoon
14-09-2025,Transaction at Nykaa,5006.92,Online Shopping,UPI,Kolkata,Current,Debit,Mobile,INR,Online Store,Yes,Sunday,September,Morning
06-09-2025,Transaction at TSRTC,1367.59,Transport,Net Banking,Pune,Current,Debit,POS Terminal,INR,Service,Yes,Saturday,September,Night
17-09-2025,Transaction at Sony Center,74144.84,Electronics,Credit Card,Delhi,Current,Debit,Desktop,INR,Retail,No,Wednesday,September,Evening
26-07-2025,Transaction at Flipkart,17805.48,Online Shopping,Net Banking,Bangalore,Credit Card,Debit,POS Terminal,INR,Online Store,Yes,Saturday,July,Night
02-11-2025,Transaction at Gaana,466.87,Entertainment,UPI,Hyderabad,Salary,Debit,Desktop,INR,Subscription,No,Sunday,November,Night
24-01-2025,Transaction at Asus Store,114658.74,Electronics,Credit Card,Hyderabad,Credit Card,Debit,Mobile,INR,Retail,No,Friday,January,Evening
21-11-2025,Transaction at Boat Lifestyle,63126.18,Electronics,Credit Card,Mumbai,Credit Card,Debit,Desktop,INR,Retail,No,Friday,November,Afternoon
22-07-2025,Transaction at DMart,4520.89,Grocery,Net Banking,Delhi,Current,Debit,Mobile,INR,Retail,No,Tuesday,July,Evening
28-05-2025,Transaction at Pantaloons,3711.92,Clothing,Credit Card,Mumbai,Current,Debit,Mobile,INR,Retail,Yes,Wednesday,May,Evening
22-10-2025,Transaction at Uber,1814,Transport,Debit Card,Chennai,Savings,Debit,Mobile,INR,Service,No,Wednesday,October,Afternoon
17-05-2025,Transaction at Zee5,725.04,Entertainment,Debit Card,Chennai,Current,Debit,POS Terminal,INR,Subscription,Yes,Saturday,May,Afternoon
04-03-2025,Transaction at MedPlus,10656.21,Healthcare,Net Banking,Delhi,Salary,Debit,Mobile,INR,Service,No,Tuesday,March,Afternoon
01-11-2025,Transaction at MedPlus,5480.15,Healthcare,Net Banking,Mumbai,Salary,Debit,Mobile,INR,Service,No,Saturday,November,Evening
14-09-2025,Transaction at IRCTC,8686.28,Travel,Net Banking,Pune,Salary,Debit,Mobile,INR,Service,Yes,Sunday,September,Morning
10-04-2025,Transaction at JioMart,2911.82,Grocery,UPI,Mumbai,Credit Card,Debit,POS Terminal,INR,Retail,No,Thursday,April,Evening
15-01-2025,Transaction at Cream Stone,1095.79,Food,Debit Card,Kolkata,Current,Debit,Mobile,INR,Restaurant,No,Wednesday,January,Afternoon
17-10-2025,Transaction at MedPlus,2470.24,Healthcare,Credit Card,Bangalore,Savings,Debit,Desktop,INR,Service,Yes,Friday,October,Afternoon
23-03-2025,Transaction at Paradise Biryani,1381.26,Food,Credit Card,Hyderabad,Savings,Debit,Mobile,INR,Restaurant,Yes,Sunday,March,Night
12-10-2025,Transaction at Meesho,878.42,Online Shopping,Net Banking,Delhi,Salary,Debit,Desktop,INR,Online Store,No,Sunday,October,Morning
28-07-2025,Transaction at Cream Stone,1201.6,Food,Debit Card,Kolkata,Savings,Debit,Mobile,INR,Restaurant,No,Monday,July,Evening
17-10-2025,Transaction at Star Bazaar,1838.04,Grocery,Debit Card,Bangalore,Current,Debit,Mobile,INR,Retail,Yes,Friday,October,Night
10-01-2025,Transaction at Zara,3897.33,Clothing,Credit Card,Kolkata,Current,Debit,Desktop,INR,Retail,No,Friday,January,Night
25-05-2025,Transaction at Meru Cabs,123.67,Transport,UPI,Bangalore,Salary,Debit,Desktop,INR,Service,Yes,Sunday,May,Morning
27-08-2025,Transaction at Uber,905.47,Transport,Debit Card,Delhi,Current,Debit,Mobile,INR,Service,Yes,Wednesday,August,Afternoon
07-07-2025,Transaction at ACT Fibernet,4835.37,Bills,Debit Card,Delhi,Credit Card,Debit,POS Terminal,INR,Service,Yes,Monday,July,Morning
08-07-2025,Transaction at Allen Solly,2347.76,Clothing,Net Banking,Mumbai,Current,Debit,POS Terminal,INR,Retail,No,Tuesday,July,Morning
19-12-2025,Transaction at YouTube Premium,475.91,Entertainment,Debit Card,Delhi,Credit Card,Debit,Mobile,INR,Subscription,No,Friday,December,Evening
28-03-2025,Transaction at Allen Solly,5577.84,Clothing,UPI,Pune,Credit Card,Debit,POS Terminal,INR,Retail,Yes,Friday,March,Morning
07-05-2025,Transaction at CloudNine,14464.14,Healthcare,Credit Card,Kolkata,Savings,Debit,Desktop,INR,Service,Yes,Wednesday,May,Evening
11-02-2025,Transaction at Yulu Bikes,1852.26,Transport,UPI,Kolkata,Credit Card,Debit,Desktop,INR,Service,Yes,Tuesday,February,Afternoon
31-12-2025,Transaction at AirAsia,21195.5,Travel,UPI,Mumbai,Current,Debit,Desktop,INR,Service,No,Wednesday,December,Afternoon
23-02-2025,Transaction at Reliance Digital,47672.43,Electronics,UPI,Bangalore,Credit Card,Debit,Desktop,INR,Retail,No,Sunday,February,Morning
09-02-2025,Transaction at Meesho,18826.29,Online Shopping,Credit Card,Kolkata,Current,Debit,Mobile,INR,Online Store,No,Sunday,February,Morning
07-12-2025,Transaction at Booking.com,1904.74,Travel,Debit Card,Pune,Salary,Debit,Mobile,INR,Service,No,Sunday,December,Evening
03-10-2025,Transaction at MakeMyTrip,14597.06,Travel,Credit Card,Hyderabad,Savings,Debit,Mobile,INR,Service,Yes,Friday,October,Night
22-05-2025,Transaction at Amazon Prime,834.88,Entertainment,UPI,Mumbai,Salary,Debit,Mobile,INR,Subscription,No,Thursday,May,Morning
02-09-2025,Transaction at HP World,130859.65,Electronics,Debit Card,Chennai,Current,Debit,Desktop,INR,Retail,No,Tuesday,September,Night
09-09-2025,Transaction at Nature's Basket,664.81,Grocery,Net Banking,Delhi,Current,Debit,Mobile,INR,Retail,Yes,Tuesday,September,Evening
24-08-2025,Transaction at MakeMyTrip,2757.21,Travel,Credit Card,Mumbai,Salary,Debit,POS Terminal,INR,Service,No,Sunday,August,Afternoon
28-11-2025,Transaction at Amazon,3248.68,Online Shopping,UPI,Delhi,Salary,Debit,Desktop,INR,Online Store,No,Friday,November,Night
29-03-2025,Transaction at Fortis,9827.99,Healthcare,Net Banking,Kolkata,Salary,Debit,Mobile,INR,Service,No,Saturday,March,Night
06-12-2025,Transaction at Lenskart,783.38,Online Shopping,Net Banking,Bangalore,Credit Card,Debit,Desktop,INR,Online Store,No,Saturday,December,Afternoon
20-11-2025,Transaction at Fortis,3969.19,Healthcare,Net Banking,Chennai,Savings,Debit,Mobile,INR,Service,Yes,Thursday,November,Morning
08-03-2025,Transaction at Meru Cabs,268.15,Transport,UPI,Chennai,Current,Debit,Mobile,INR,Service,No,Saturday,March,Evening
21-10-2025,Transaction at Water Board,1456.52,Bills,Credit Card,Bangalore,Salary,Debit,Mobile,INR,Service,Yes,Tuesday,October,Night
19-06-2025,Transaction at Paradise Biryani,1378.25,Food,UPI,Kolkata,Current,Debit,Desktop,INR,Restaurant,Yes,Thursday,June,Evening
14-07-2025,Transaction at Saravana Bhavan,215.36,Food,Credit Card,Kolkata,Current,Debit,Mobile,INR,Restaurant,Yes,Monday,July,Afternoon
26-09-2025,Transaction at Reliance Digital,65943.25,Electronics,UPI,Mumbai,Current,Debit,POS Terminal,INR,Retail,No,Friday,September,Night
29-11-2025,Transaction at Uber,607.47,Transport,Net Banking,Pune,Current,Debit,POS Terminal,INR,Service,Yes,Saturday,November,Evening
05-02-2025,Transaction at Snapdeal,6507.75,Online Shopping,UPI,Chennai,Savings,Debit,Mobile,INR,Online Store,Yes,Wednesday,February,Afternoon
12-05-2025,Transaction at Flipkart,13904.33,Online Shopping,UPI,Hyderabad,Salary,Debit,POS Terminal,INR,Online Store,Yes,Monday,May,Evening
20-04-2025,Transaction at Netflix,796.72,Entertainment,Credit Card,Chennai,Credit Card,Debit,Mobile,INR,Subscription,Yes,Sunday,April,Evening
01-02-2025,Transaction at More Supermarket,4205.24,Grocery,Credit Card,Mumbai,Salary,Debit,Desktop,INR,Retail,Yes,Saturday,February,Evening
26-03-2025,Transaction at RedBus,1747.46,Transport,UPI,Bangalore,Credit Card,Debit,Mobile,INR,Service,Yes,Wednesday,March,Morning
